NODE_ID,FLOOR,AISLE,COLUMN,__DEPOT__,n00001,n00002,n00003,n00004,n00005,n00006,n00007,n00008,n00009,n00010,n00011,n00012,n00013,n00014,n00015,n00016,n00017,n00018,n00019,n00020,n00021,n00022,n00023,n00024,n00025,n00026,n00027,n00028,n00029,n00030,n00031,n00032,n00033,n00034,n00035,n00036,n00037,n00038,n00039,n00040,n00041,n00042,n00043,n00044,n00045,n00046,n00047,n00048,n00049,n00050,n00051,n00052,n00053,n00054,n00055,n00056,n00057,n00058,n00059,n00060,n00061,n00062,n00063,n00064,n00065,n00066,n00067,n00068,n00069,n00070,n00071,n00072,n00073,n00074,n00075,n00076,n00077,n00078,n00079,n00080,n00081,n00082,n00083,n00084,n00085,n00086,n00087,n00088,n00089,n00090,n00091,n00092,n00093,n00094,n00095,n00096,n00097,n00098,n00099,n00100,n00101,n00102,n00103,n00104,n00105,n00106,n00107,n00108,n00109,n00110,n00111,n00112,n00113,n00114,n00115,n00116,n00117,n00118,n00119,n00120,n00121,n00122,n00123,n00124,n00125,n00126,n00127,n00128,n00129,n00130,n00131,n00132,n00133,n00134,n00135,n00136,n00137,n00138,n00139,n00140,n00141,n00142,n00143,n00144,n00145,n00146,n00147,n00148,n00149,n00150,n00151,n00152,n00153,n00154,n00155,n00156,n00157,n00158,n00159,n00160,n00161,n00162,n00163,n00164,n00165,n00166,n00167,n00168,n00169,n00170,n00171,n00172,n00173,n00174,n00175,n00176,n00177,n00178,n00179,n00180,n00181,n00182,n00183,n00184,n00185,n00186,n00187,n00188,n00189,n00190,n00191,n00192,n00193,n00194,n00195,n00196,n00197,n00198,n00199,n00200,n00201,n00202,n00203
n00055,MZN1,6,6,37.91,44.3,47.2,50.1,41.4,35.6,47.2,58.8,34.82,37.72,40.62,43.52,46.42,43.52,40.62,37.72,34.82,31.92,34.82,37.72,43.52,49.32,55.12,42.74,39.84,31.14,28.24,34.04,39.84,45.64,51.44,33.26,36.16,39.06,36.16,33.26,30.36,27.46,24.56,27.46,30.36,36.16,39.06,44.86,26.68,35.38,26.68,23.78,20.88,35.38,38.28,41.18,11.6,5.8,2.9,0,2.9,5.8,8.7,11.6,20.1,23,25.9,28.8,31.7,34.6,37.5,40.4,26.68,29.58,29.58,23.78,23.78,29.58,32.48,38.28,44.08,30.36,33.26,36.16,39.06,33.26,27.46,24.56,27.46,30.36,33.26,36.16,39.06,41.96,44.86,47.76,31.14,34.04,37.72,38.5,41.4,50.1,47.2,41.4,38.5,35.6,38.5,41.4,44.3,47.2,50.1,55.9,45.08,47.98,50.88,53.78,50.88,45.08,42.18,39.28,42.18,45.08,47.98,53.78,56.68,59.58,45.86,48.76,51.66,57.46,54.56,51.66,48.76,45.86,45.86,48.76,57.46,60.36,63.26,66.16,58.24,61.14,58.24,55.34,52.44,49.54,46.64,49.54,52.44,55.34,58.24,61.14,64.04,69.84,56.12,59.02,61.92,64.82,61.92,59.02,56.12,53.22,50.32,50.32,53.22,56.12,61.92,64.82,59.8,62.7,68.5,65.6,62.7,59.8,56.9,56.9,59.8,65.6,68.5,74.3,60.58,63.48,66.38,69.28,72.18,69.28,66.38,63.48,57.68,60.58,63.48,66.38,69.28,72.18,77.98,64.26,70.06,72.96,70.06,67.16,64.26,61.36,64.26,67.16,72.96,75.86,78.76,81.66
n00056,MZN1,6,7,40.81,47.2,50.1,47.2,38.5,32.7,44.3,55.9,37.72,40.62,43.52,46.42,43.52,40.62,37.72,34.82,31.92,29.02,31.92,34.82,40.62,46.42,52.22,39.84,36.94,28.24,25.34,31.14,36.94,42.74,48.54,36.16,39.06,36.16,33.26,30.36,27.46,24.56,21.66,24.56,27.46,33.26,36.16,41.96,29.58,32.48,23.78,20.88,17.98,32.48,35.38,38.28,14.5,8.7,5.8,2.9,0,2.9,5.8,8.7,17.2,20.1,23,25.9,28.8,31.7,34.6,37.5,29.58,32.48,26.68,20.88,20.88,26.68,29.58,35.38,41.18,33.26,36.16,39.06,36.16,30.36,24.56,21.66,24.56,27.46,30.36,33.26,36.16,39.06,41.96,44.86,34.04,36.94,34.82,41.4,44.3,47.2,44.3,38.5,35.6,32.7,35.6,38.5,41.4,44.3,47.2,53,47.98,50.88,53.78,50.88,47.98,42.18,39.28,36.38,39.28,42.18,45.08,50.88,53.78,56.68,48.76,51.66,54.56,54.56,51.66,48.76,45.86,42.96,42.96,45.86,54.56,57.46,60.36,63.26,61.14,58.24,55.34,52.44,49.54,46.64,43.74,46.64,49.54,52.44,55.34,58.24,61.14,66.94,59.02,61.92,64.82,61.92,59.02,56.12,53.22,50.32,47.42,47.42,50.32,53.22,59.02,61.92,62.7,65.6,65.6,62.7,59.8,56.9,54,54,56.9,62.7,65.6,71.4,63.48,66.38,69.28,72.18,69.28,66.38,63.48,60.58,54.78,57.68,60.58,63.48,66.38,69.28,75.08,67.16,72.96,75.86,67.16,64.26,61.36,58.46,61.36,64.26,70.06,72.96,75.86,78.76
n00057,MZN1,6,8,43.71,50.1,47.2,44.3,35.6,29.8,41.4,53,40.62,43.52,46.42,43.52,40.62,37.72,34.82,31.92,29.02,26.12,29.02,31.92,37.72,43.52,49.32,36.94,34.04,25.34,22.44,28.24,34.04,39.84,45.64,39.06,36.16,33.26,30.36,27.46,24.56,21.66,18.76,21.66,24.56,30.36,33.26,39.06,32.48,29.58,20.88,17.98,15.08,29.58,32.48,35.38,17.4,11.6,8.7,5.8,2.9,0,2.9,5.8,14.3,17.2,20.1,23,25.9,28.8,31.7,34.6,32.48,35.38,23.78,17.98,17.98,23.78,26.68,32.48,38.28,36.16,39.06,36.16,33.26,27.46,21.66,18.76,21.66,24.56,27.46,30.36,33.26,36.16,39.06,41.96,36.94,39.84,31.92,44.3,47.2,44.3,41.4,35.6,32.7,29.8,32.7,35.6,38.5,41.4,44.3,50.1,50.88,53.78,50.88,47.98,45.08,39.28,36.38,33.48,36.38,39.28,42.18,47.98,50.88,53.78,51.66,54.56,57.46,51.66,48.76,45.86,42.96,40.06,40.06,42.96,51.66,54.56,57.46,60.36,58.24,55.34,52.44,49.54,46.64,43.74,40.84,43.74,46.64,49.54,52.44,55.34,58.24,64.04,61.92,64.82,61.92,59.02,56.12,53.22,50.32,47.42,44.52,44.52,47.42,50.32,56.12,59.02,65.6,68.5,62.7,59.8,56.9,54,51.1,51.1,54,59.8,62.7,68.5,66.38,69.28,72.18,69.28,66.38,63.48,60.58,57.68,51.88,54.78,57.68,60.58,63.48,66.38,72.18,70.06,75.86,72.96,64.26,61.36,58.46,55.56,58.46,61.36,67.16,70.06,72.96,75.86
n00058,MZN1,6,9,46.61,47.2,44.3,41.4,32.7,26.9,38.5,50.1,43.52,46.42,43.52,40.62,37.72,34.82,31.92,29.02,26.12,23.22,26.12,29.02,34.82,40.62,46.42,34.04,31.14,22.44,19.54,25.34,31.14,36.94,42.74,36.16,33.26,30.36,27.46,24.56,21.66,18.76,15.86,18.76,21.66,27.46,30.36,36.16,35.38,26.68,17.98,15.08,12.18,26.68,29.58,32.48,20.3,14.5,11.6,8.7,5.8,2.9,0,2.9,11.4,14.3,17.2,20.1,23,25.9,28.8,31.7,35.38,32.48,20.88,15.08,15.08,20.88,23.78,29.58,35.38,39.06,36.16,33.26,30.36,24.56,18.76,15.86,18.76,21.66,24.56,27.46,30.36,33.26,36.16,39.06,39.84,42.74,29.02,47.2,50.1,41.4,38.5,32.7,29.8,26.9,29.8,32.7,35.6,38.5,41.4,47.2,53.78,50.88,47.98,45.08,42.18,36.38,33.48,30.58,33.48,36.38,39.28,45.08,47.98,50.88,54.56,57.46,54.56,48.76,45.86,42.96,40.06,37.16,37.16,40.06,48.76,51.66,54.56,57.46,55.34,52.44,49.54,46.64,43.74,40.84,37.94,40.84,43.74,46.64,49.54,52.44,55.34,61.14,64.82,61.92,59.02,56.12,53.22,50.32,47.42,44.52,41.62,41.62,44.52,47.42,53.22,56.12,68.5,65.6,59.8,56.9,54,51.1,48.2,48.2,51.1,56.9,59.8,65.6,69.28,72.18,69.28,66.38,63.48,60.58,57.68,54.78,48.98,51.88,54.78,57.68,60.58,63.48,69.28,72.96,72.96,70.06,61.36,58.46,55.56,52.66,55.56,58.46,64.26,67.16,70.06,72.96
n00059,MZN1,6,10,49.51,44.3,41.4,38.5,29.8,24,35.6,47.2,46.42,43.52,40.62,37.72,34.82,31.92,29.02,26.12,23.22,20.32,23.22,26.12,31.92,37.72,43.52,31.14,28.24,19.54,16.64,22.44,28.24,34.04,39.84,33.26,30.36,27.46,24.56,21.66,18.76,15.86,12.96,15.86,18.76,24.56,27.46,33.26,32.48,23.78,15.08,12.18,9.28,23.78,26.68,29.58,23.2,17.4,14.5,11.6,8.7,5.8,2.9,0,8.5,11.4,14.3,17.2,20.1,23,25.9,28.8,32.48,29.58,17.98,12.18,12.18,17.98,20.88,26.68,32.48,36.16,33.26,30.36,27.46,21.66,15.86,12.96,15.86,18.76,21.66,24.56,27.46,30.36,33.26,36.16,42.74,39.84,26.12,50.1,47.2,38.5,35.6,29.8,26.9,24,26.9,29.8,32.7,35.6,38.5,44.3,50.88,47.98,45.08,42.18,39.28,33.48,30.58,27.68,30.58,33.48,36.38,42.18,45.08,47.98,57.46,54.56,51.66,45.86,42.96,40.06,37.16,34.26,34.26,37.16,45.86,48.76,51.66,54.56,52.44,49.54,46.64,43.74,40.84,37.94,35.04,37.94,40.84,43.74,46.64,49.54,52.44,58.24,61.92,59.02,56.12,53.22,50.32,47.42,44.52,41.62,38.72,38.72,41.62,44.52,50.32,53.22,65.6,62.7,56.9,54,51.1,48.2,45.3,45.3,48.2,54,56.9,62.7,72.18,69.28,66.38,63.48,60.58,57.68,54.78,51.88,46.08,48.98,51.88,54.78,57.68,60.58,66.38,75.86,70.06,67.16,58.46,55.56,52.66,49.76,52.66,55.56,61.36,64.26,67.16,70.06
n00060,MZN1,6,12,58.01,47.2,44.3,41.4,32.7,26.9,38.5,50.1,49.32,46.42,43.52,40.62,37.72,34.82,31.92,29.02,26.12,23.22,26.12,29.02,34.82,40.62,46.42,34.04,31.14,22.44,19.54,25.34,31.14,36.94,42.74,36.16,33.26,30.36,27.46,24.56,21.66,18.76,15.86,18.76,21.66,27.46,30.36,36.16,35.38,26.68,17.98,15.08,12.18,26.68,29.58,32.48,31.7,25.9,23,20.1,17.2,14.3,11.4,8.5,0,2.9,5.8,8.7,11.6,14.5,17.4,20.3,35.38,32.48,20.88,15.08,15.08,20.88,23.78,29.58,35.38,39.06,36.16,33.26,30.36,24.56,18.76,15.86,18.76,21.66,24.56,27.46,30.36,33.26,36.16,39.06,45.64,42.74,29.02,53,50.1,41.4,38.5,32.7,29.8,26.9,29.8,32.7,35.6,38.5,41.4,47.2,53.78,50.88,47.98,45.08,42.18,36.38,33.48,30.58,33.48,36.38,39.28,45.08,47.98,50.88,60.36,57.46,54.56,48.76,45.86,42.96,40.06,37.16,37.16,40.06,48.76,51.66,54.56,57.46,55.34,52.44,49.54,46.64,43.74,40.84,37.94,40.84,43.74,46.64,49.54,52.44,55.34,61.14,64.82,61.92,59.02,56.12,53.22,50.32,47.42,44.52,41.62,41.62,44.52,47.42,53.22,56.12,68.5,65.6,59.8,56.9,54,51.1,48.2,48.2,51.1,56.9,59.8,65.6,75.08,72.18,69.28,66.38,63.48,60.58,57.68,54.78,48.98,51.88,54.78,57.68,60.58,63.48,69.28,78.76,72.96,70.06,61.36,58.46,55.56,52.66,55.56,58.46,64.26,67.16,70.06,72.96
n00061,MZN1,6,13,60.91,50.1,47.2,44.3,35.6,29.8,41.4,47.2,52.22,49.32,46.42,43.52,40.62,37.72,34.82,31.92,29.02,26.12,29.02,31.92,37.72,43.52,43.52,36.94,34.04,25.34,22.44,28.24,34.04,39.84,39.84,39.06,36.16,33.26,30.36,27.46,24.56,21.66,18.76,21.66,24.56,30.36,33.26,39.06,38.28,29.58,20.88,17.98,15.08,29.58,32.48,35.38,34.6,28.8,25.9,23,20.1,17.2,14.3,11.4,2.9,0,2.9,5.8,8.7,11.6,14.5,17.4,38.28,35.38,23.78,17.98,17.98,23.78,26.68,32.48,32.48,41.96,39.06,36.16,33.26,27.46,21.66,18.76,21.66,24.56,27.46,30.36,33.26,36.16,39.06,36.16,48.54,45.64,31.92,55.9,53,44.3,41.4,35.6,32.7,29.8,32.7,35.6,38.5,41.4,44.3,50.1,56.68,53.78,50.88,47.98,45.08,39.28,36.38,33.48,36.38,39.28,42.18,47.98,50.88,53.78,63.26,60.36,57.46,51.66,48.76,45.86,42.96,40.06,40.06,42.96,51.66,54.56,57.46,54.56,58.24,55.34,52.44,49.54,46.64,43.74,40.84,43.74,46.64,49.54,52.44,55.34,58.24,58.24,67.72,64.82,61.92,59.02,56.12,53.22,50.32,47.42,44.52,44.52,47.42,50.32,56.12,59.02,71.4,68.5,62.7,59.8,56.9,54,51.1,51.1,54,59.8,62.7,68.5,77.98,75.08,72.18,69.28,66.38,63.48,60.58,57.68,51.88,54.78,57.68,60.58,63.48,66.38,72.18,81.66,75.86,72.96,64.26,61.36,58.46,55.56,58.46,61.36,67.16,70.06,72.96,75.86
n00062,MZN1,6,14,63.81,53,50.1,47.2,38.5,32.7,44.3,44.3,55.12,52.22,49.32,46.42,43.52,40.62,37.72,34.82,31.92,29.02,31.92,34.82,40.62,46.42,40.62,39.84,36.94,28.24,25.34,31.14,36.94,42.74,36.94,41.96,39.06,36.16,33.26,30.36,27.46,24.56,21.66,24.56,27.46,33.26,36.16,36.16,41.18,32.48,23.78,20.88,17.98,32.48,35.38,32.48,37.5,31.7,28.8,25.9,23,20.1,17.2,14.3,5.8,2.9,0,2.9,5.8,8.7,11.6,14.5,41.18,38.28,26.68,20.88,20.88,26.68,29.58,35.38,29.58,44.86,41.96,39.06,36.16,30.36,24.56,21.66,24.56,27.46,30.36,33.26,36.16,39.06,36.16,33.26,51.44,48.54,34.82,58.8,55.9,47.2,44.3,38.5,35.6,32.7,35.6,38.5,41.4,44.3,47.2,47.2,59.58,56.68,53.78,50.88,47.98,42.18,39.28,36.38,39.28,42.18,45.08,50.88,53.78,50.88,66.16,63.26,60.36,54.56,51.66,48.76,45.86,42.96,42.96,45.86,54.56,57.46,54.56,51.66,61.14,58.24,55.34,52.44,49.54,46.64,43.74,46.64,49.54,52.44,55.34,58.24,61.14,55.34,70.62,67.72,64.82,61.92,59.02,56.12,53.22,50.32,47.42,47.42,50.32,53.22,59.02,61.92,74.3,71.4,65.6,62.7,59.8,56.9,54,54,56.9,62.7,65.6,65.6,80.88,77.98,75.08,72.18,69.28,66.38,63.48,60.58,54.78,57.68,60.58,63.48,66.38,69.28,69.28,84.56,78.76,75.86,67.16,64.26,61.36,58.46,61.36,64.26,70.06,72.96,75.86,72.96
n00063,MZN1,6,15,66.71,55.9,53,50.1,41.4,35.6,47.2,41.4,58.02,55.12,52.22,49.32,46.42,43.52,40.62,37.72,34.82,31.92,34.82,37.72,43.52,43.52,37.72,42.74,39.84,31.14,28.24,34.04,39.84,39.84,34.04,44.86,41.96,39.06,36.16,33.26,30.36,27.46,24.56,27.46,30.36,36.16,39.06,33.26,44.08,35.38,26.68,23.78,20.88,35.38,32.48,29.58,40.4,34.6,31.7,28.8,25.9,23,20.1,17.2,8.7,5.8,2.9,0,2.9,5.8,8.7,11.6,44.08,41.18,29.58,23.78,23.78,29.58,32.48,32.48,26.68,47.76,44.86,41.96,39.06,33.26,27.46,24.56,27.46,30.36,33.26,36.16,39.06,36.16,33.26,30.36,54.34,51.44,37.72,61.7,58.8,50.1,47.2,41.4,38.5,35.6,38.5,41.4,44.3,47.2,50.1,44.3,62.48,59.58,56.68,53.78,50.88,45.08,42.18,39.28,42.18,45.08,47.98,53.78,50.88,47.98,69.06,66.16,63.26,57.46,54.56,51.66,48.76,45.86,45.86,48.76,57.46,54.56,51.66,48.76,64.04,61.14,58.24,55.34,52.44,49.54,46.64,49.54,52.44,55.34,58.24,61.14,58.24,52.44,73.52,70.62,67.72,64.82,61.92,59.02,56.12,53.22,50.32,50.32,53.22,56.12,61.92,64.82,77.2,74.3,68.5,65.6,62.7,59.8,56.9,56.9,59.8,65.6,68.5,62.7,83.78,80.88,77.98,75.08,72.18,69.28,66.38,63.48,57.68,60.58,63.48,66.38,69.28,72.18,66.38,87.46,81.66,78.76,70.06,67.16,64.26,61.36,64.26,67.16,72.96,75.86,72.96,70.06
n00064,MZN1,6,16,69.61,58.8,55.9,53,44.3,38.5,50.1,38.5,60.92,58.02,55.12,52.22,49.32,46.42,43.52,40.62,37.72,34.82,37.72,40.62,46.42,40.62,34.82,45.64,42.74,34.04,31.14,36.94,42.74,36.94,31.14,47.76,44.86,41.96,39.06,36.16,33.26,30.36,27.46,30.36,33.26,39.06,36.16,30.36,46.98,38.28,29.58,26.68,23.78,32.48,29.58,26.68,43.3,37.5,34.6,31.7,28.8,25.9,23,20.1,11.6,8.7,5.8,2.9,0,2.9,5.8,8.7,46.98,44.08,32.48,26.68,26.68,32.48,35.38,29.58,23.78,50.66,47.76,44.86,41.96,36.16,30.36,27.46,30.36,33.26,36.16,39.06,36.16,33.26,30.36,27.46,57.24,54.34,40.62,64.6,61.7,53,50.1,44.3,41.4,38.5,41.4,44.3,47.2,50.1,47.2,41.4,65.38,62.48,59.58,56.68,53.78,47.98,45.08,42.18,45.08,47.98,50.88,50.88,47.98,45.08,71.96,69.06,66.16,60.36,57.46,54.56,51.66,48.76,48.76,51.66,54.56,51.66,48.76,45.86,66.94,64.04,61.14,58.24,55.34,52.44,49.54,52.44,55.34,58.24,61.14,58.24,55.34,49.54,76.42,73.52,70.62,67.72,64.82,61.92,59.02,56.12,53.22,53.22,56.12,59.02,64.82,61.92,80.1,77.2,71.4,68.5,65.6,62.7,59.8,59.8,62.7,68.5,65.6,59.8,86.68,83.78,80.88,77.98,75.08,72.18,69.28,66.38,60.58,63.48,66.38,69.28,72.18,69.28,63.48,90.36,84.56,81.66,72.96,70.06,67.16,64.26,67.16,70.06,75.86,72.96,70.06,67.16
n00065,MZN1,6,17,72.51,61.7,58.8,55.9,47.2,41.4,47.2,35.6,63.82,60.92,58.02,55.12,52.22,49.32,46.42,43.52,40.62,37.72,40.62,43.52,43.52,37.72,31.92,48.54,45.64,36.94,34.04,39.84,39.84,34.04,28.24,50.66,47.76,44.86,41.96,39.06,36.16,33.26,30.36,33.26,36.16,36.16,33.26,27.46,49.88,41.18,32.48,29.58,26.68,29.58,26.68,23.78,46.2,40.4,37.5,34.6,31.7,28.8,25.9,23,14.5,11.6,8.7,5.8,2.9,0,2.9,5.8,49.88,46.98,35.38,29.58,29.58,35.38,32.48,26.68,20.88,53.56,50.66,47.76,44.86,39.06,33.26,30.36,33.26,36.16,39.06,36.16,33.26,30.36,27.46,24.56,60.14,57.24,43.52,67.5,64.6,55.9,53,47.2,44.3,41.4,44.3,47.2,50.1,47.2,44.3,38.5,68.28,65.38,62.48,59.58,56.68,50.88,47.98,45.08,47.98,50.88,53.78,47.98,45.08,42.18,74.86,71.96,69.06,63.26,60.36,57.46,54.56,51.66,51.66,54.56,51.66,48.76,45.86,42.96,69.84,66.94,64.04,61.14,58.24,55.34,52.44,55.34,58.24,61.14,58.24,55.34,52.44,46.64,79.32,76.42,73.52,70.62,67.72,64.82,61.92,59.02,56.12,56.12,59.02,61.92,61.92,59.02,83,80.1,74.3,71.4,68.5,65.6,62.7,62.7,65.6,65.6,62.7,56.9,89.58,86.68,83.78,80.88,77.98,75.08,72.18,69.28,63.48,66.38,69.28,72.18,69.28,66.38,60.58,93.26,87.46,84.56,75.86,72.96,70.06,67.16,70.06,72.96,72.96,70.06,67.16,64.26
n00066,MZN1,6,18,75.41,64.6,61.7,58.8,50.1,44.3,44.3,32.7,66.72,63.82,60.92,58.02,55.12,52.22,49.32,46.42,43.52,40.62,43.52,46.42,40.62,34.82,29.02,51.44,48.54,39.84,36.94,42.74,36.94,31.14,25.34,53.56,50.66,47.76,44.86,41.96,39.06,36.16,33.26,36.16,39.06,33.26,30.36,24.56,52.78,44.08,35.38,32.48,29.58,26.68,23.78,20.88,49.1,43.3,40.4,37.5,34.6,31.7,28.8,25.9,17.4,14.5,11.6,8.7,5.8,2.9,0,2.9,52.78,49.88,38.28,32.48,32.48,32.48,29.58,23.78,17.98,56.46,53.56,50.66,47.76,41.96,36.16,33.26,36.16,39.06,36.16,33.26,30.36,27.46,24.56,21.66,63.04,60.14,46.42,70.4,67.5,58.8,55.9,50.1,47.2,44.3,47.2,50.1,47.2,44.3,41.4,35.6,71.18,68.28,65.38,62.48,59.58,53.78,50.88,47.98,50.88,53.78,50.88,45.08,42.18,39.28,77.76,74.86,71.96,66.16,63.26,60.36,57.46,54.56,54.56,57.46,48.76,45.86,42.96,40.06,72.74,69.84,66.94,64.04,61.14,58.24,55.34,58.24,61.14,58.24,55.34,52.44,49.54,43.74,82.22,79.32,76.42,73.52,70.62,67.72,64.82,61.92,59.02,59.02,61.92,64.82,59.02,56.12,85.9,83,77.2,74.3,71.4,68.5,65.6,65.6,68.5,62.7,59.8,54,92.48,89.58,86.68,83.78,80.88,77.98,75.08,72.18,66.38,69.28,72.18,69.28,66.38,63.48,57.68,96.16,90.36,87.46,78.76,75.86,72.96,70.06,72.96,75.86,70.06,67.16,64.26,61.36
n00067,MZN1,6,19,78.31,67.5,64.6,61.7,53,47.2,41.4,29.8,69.62,66.72,63.82,60.92,58.02,55.12,52.22,49.32,46.42,43.52,46.42,43.52,37.72,31.92,26.12,54.34,51.44,42.74,39.84,39.84,34.04,28.24,22.44,56.46,53.56,50.66,47.76,44.86,41.96,39.06,36.16,39.06,36.16,30.36,27.46,21.66,55.68,46.98,38.28,35.38,32.48,23.78,20.88,17.98,52,46.2,43.3,40.4,37.5,34.6,31.7,28.8,20.3,17.4,14.5,11.6,8.7,5.8,2.9,0,55.68,52.78,41.18,35.38,35.38,29.58,26.68,20.88,15.08,59.36,56.46,53.56,50.66,44.86,39.06,36.16,39.06,36.16,33.26,30.36,27.46,24.56,21.66,18.76,65.94,63.04,49.32,73.3,70.4,61.7,58.8,53,50.1,47.2,50.1,47.2,44.3,41.4,38.5,32.7,74.08,71.18,68.28,65.38,62.48,56.68,53.78,50.88,53.78,50.88,47.98,42.18,39.28,36.38,80.66,77.76,74.86,69.06,66.16,63.26,60.36,57.46,57.46,54.56,45.86,42.96,40.06,37.16,75.64,72.74,69.84,66.94,64.04,61.14,58.24,61.14,58.24,55.34,52.44,49.54,46.64,40.84,85.12,82.22,79.32,76.42,73.52,70.62,67.72,64.82,61.92,61.92,64.82,61.92,56.12,53.22,88.8,85.9,80.1,77.2,74.3,71.4,68.5,68.5,65.6,59.8,56.9,51.1,95.38,92.48,89.58,86.68,83.78,80.88,77.98,75.08,69.28,72.18,69.28,66.38,63.48,60.58,54.78,99.06,93.26,90.36,81.66,78.76,75.86,72.96,75.86,72.96,67.16,64.26,61.36,58.46
n00068,MZN1,7,2,22.63,36.38,39.28,42.18,50.88,50.88,62.48,74.08,26.9,29.8,32.7,35.6,38.5,41.4,44.3,47.2,50.1,47.2,50.1,53,58.8,64.6,70.4,34.82,37.72,46.42,43.52,49.32,55.12,60.92,66.72,25.34,28.24,31.14,34.04,36.94,39.84,42.74,39.84,42.74,45.64,51.44,54.34,60.14,18.76,27.46,36.16,39.06,36.16,50.66,53.56,56.46,15.08,20.88,23.78,26.68,29.58,32.48,35.38,32.48,35.38,38.28,41.18,44.08,46.98,49.88,52.78,55.68,0,2.9,14.5,20.3,31.7,37.5,40.4,46.2,52,15.08,17.98,20.88,23.78,29.58,35.38,32.48,35.38,38.28,41.18,44.08,46.98,49.88,52.78,55.68,15.86,18.76,39.84,23.22,26.12,34.82,37.72,43.52,46.42,43.52,46.42,49.32,52.22,55.12,58.02,63.82,29.8,32.7,35.6,38.5,41.4,47.2,50.1,47.2,50.1,53,55.9,61.7,64.6,67.5,30.58,33.48,36.38,42.18,45.08,47.98,50.88,53.78,53.78,56.68,65.38,68.28,71.18,74.08,42.96,45.86,48.76,51.66,54.56,57.46,54.56,57.46,60.36,63.26,66.16,69.06,71.96,77.76,40.84,43.74,46.64,49.54,52.44,55.34,58.24,61.14,58.24,58.24,61.14,64.04,69.84,72.74,44.52,47.42,53.22,56.12,59.02,61.92,64.82,64.82,67.72,73.52,76.42,82.22,45.3,48.2,51.1,54,56.9,59.8,62.7,65.6,65.6,68.5,71.4,74.3,77.2,80.1,85.9,48.98,54.78,57.68,66.38,69.28,72.18,69.28,72.18,75.08,80.88,83.78,86.68,89.58
n00069,MZN1,7,3,25.53,39.28,42.18,45.08,53.78,47.98,59.58,71.18,29.8,32.7,35.6,38.5,41.4,44.3,47.2,50.1,47.2,44.3,47.2,50.1,55.9,61.7,67.5,37.72,40.62,43.52,40.62,46.42,52.22,58.02,63.82,28.24,31.14,34.04,36.94,39.84,42.74,39.84,36.94,39.84,42.74,48.54,51.44,57.24,21.66,30.36,39.06,36.16,33.26,47.76,50.66,53.56,17.98,23.78,26.68,29.58,32.48,35.38,32.48,29.58,32.48,35.38,38.28,41.18,44.08,46.98,49.88,52.78,2.9,0,11.6,17.4,28.8,34.6,37.5,43.3,49.1,17.98,20.88,23.78,26.68,32.48,32.48,29.58,32.48,35.38,38.28,41.18,44.08,46.98,49.88,52.78,18.76,21.66,42.74,26.12,29.02,37.72,40.62,46.42,43.52,40.62,43.52,46.42,49.32,52.22,55.12,60.92,32.7,35.6,38.5,41.4,44.3,50.1,47.2,44.3,47.2,50.1,53,58.8,61.7,64.6,33.48,36.38,39.28,45.08,47.98,50.88,53.78,50.88,50.88,53.78,62.48,65.38,68.28,71.18,45.86,48.76,51.66,54.56,57.46,54.56,51.66,54.56,57.46,60.36,63.26,66.16,69.06,74.86,43.74,46.64,49.54,52.44,55.34,58.24,61.14,58.24,55.34,55.34,58.24,61.14,66.94,69.84,47.42,50.32,56.12,59.02,61.92,64.82,61.92,61.92,64.82,70.62,73.52,79.32,48.2,51.1,54,56.9,59.8,62.7,65.6,68.5,62.7,65.6,68.5,71.4,74.3,77.2,83,51.88,57.68,60.58,69.28,72.18,69.28,66.38,69.28,72.18,77.98,80.88,83.78,86.68
n00070,MZN1,7,7,37.13,50.88,53.78,50.88,42.18,36.38,47.98,59.58,41.4,44.3,47.2,50.1,47.2,44.3,41.4,38.5,35.6,32.7,35.6,38.5,44.3,50.1,55.9,43.52,40.62,31.92,29.02,34.82,40.62,46.42,52.22,39.84,42.74,39.84,36.94,34.04,31.14,28.24,25.34,28.24,31.14,36.94,39.84,45.64,33.26,36.16,27.46,24.56,21.66,36.16,39.06,41.96,29.58,35.38,32.48,29.58,26.68,23.78,20.88,17.98,20.88,23.78,26.68,29.58,32.48,35.38,38.28,41.18,14.5,11.6,0,5.8,17.2,23,25.9,31.7,37.5,29.58,32.48,35.38,32.48,26.68,20.88,17.98,20.88,23.78,26.68,29.58,32.48,35.38,38.28,41.18,30.36,33.26,31.14,37.72,40.62,43.52,40.62,34.82,31.92,29.02,31.92,34.82,37.72,40.62,43.52,49.32,44.3,47.2,50.1,47.2,44.3,38.5,35.6,32.7,35.6,38.5,41.4,47.2,50.1,53,45.08,47.98,50.88,50.88,47.98,45.08,42.18,39.28,39.28,42.18,50.88,53.78,56.68,59.58,57.46,54.56,51.66,48.76,45.86,42.96,40.06,42.96,45.86,48.76,51.66,54.56,57.46,63.26,55.34,58.24,61.14,58.24,55.34,52.44,49.54,46.64,43.74,43.74,46.64,49.54,55.34,58.24,59.02,61.92,61.92,59.02,56.12,53.22,50.32,50.32,53.22,59.02,61.92,67.72,59.8,62.7,65.6,68.5,65.6,62.7,59.8,56.9,51.1,54,56.9,59.8,62.7,65.6,71.4,63.48,69.28,72.18,63.48,60.58,57.68,54.78,57.68,60.58,66.38,69.28,72.18,75.08
